73,71,1,1,1,1,1,1,22,102,70,103,22,1,1,1,1,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,102,70,103,20,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,22,73,106,71,22,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,200,1,1,200,1,1,1,1,20,73,106,71,20,1,1,5,1,1,1,73,71
73,71,1,1,209,1,1,1,22,105,72,104,22,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,210,1,1,210,1,1,1,1,20,105,72,104,20,1,1,1,1,6,1,73,71
73,71,1,1,219,1,1,1,22,107,107,107,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,107,107,107,20,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,22,12,12,12,22,1,1,200,1,1,1,1,1,1,1,1,142,1,1,1,1,142,1,1,1,1,1,1,1,1,1,1,1,20,11,11,11,20,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,22,22,22,22,22,1,1,210,1,1,1,1,1,1,1,1,152,1,1,1,1,152,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,1,1,1,1,5,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,162,1,1,1,1,162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,73,71
73,71,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,73,71
73,71,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,200,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,112,1,1,1,1,1,1,5,1,3,1,6,1,118,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,210,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,1,1,210,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,112,1,1,1,1,73,71
73,71,1,1,1,1,1,209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,200,1,1,1,1,1,1,1,1,1,73,71
73,71,1,1,1,112,1,219,1,1,1,1,1,1,1,1,1,1,1,1,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,210,1,1,1,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,1,1,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,142,1,0,1,1,142,1,1,1,1,210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118,1,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,200,1,1,1,1,1,152,1,1,1,1,152,1,1,1,1,1,1,1,1,1,1,112,1,1,1,1,1,1,1,1,1,1,1,73,71
73,71,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,210,1,1,1,1,1,162,1,1,1,1,162,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,200,1,1,1,1,1,1,1,1,1,2,1,1,1,73,71
73,71,1,1,1,1,1,1,22,22,22,22,22,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,1,3,1,210,1,1,20,20,20,20,20,1,3,1,1,2,1,73,71
73,71,1,1,1,1,1,1,22,102,70,103,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,102,70,103,20,1,1,1,1,1,1,73,71
73,71,1,1,112,1,1,1,22,73,106,71,22,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,112,1,1,1,1,1,1,20,73,106,71,20,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,22,105,72,104,22,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,4,1,1,20,105,72,104,20,1,1,1,1,6,1,73,71
73,71,1,1,1,1,1,1,22,107,107,107,22,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,107,107,107,20,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,22,12,12,12,22,1,1,1,1,1,1,0,1,1,1,1,142,1,1,1,1,142,1,1,1,1,1,1,1,1,1,1,1,20,12,12,12,20,1,1,1,1,1,1,73,71
73,71,1,4,1,1,1,1,22,22,22,22,22,1,1,1,1,1,1,1,1,1,1,3,152,1,1,1,1,152,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,1,1,1,3,1,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,162,1,1,1,1,162,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,71
73,71,1,7,1,118,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,3,1,1,1,1,112,1,1,1,1,118,1,1,1,1,1,1,1,1,1,2,1,73,71
73,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209,3,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,1,73,71
73,71,1,1,1,1,1,1,112,1,1,1,4,1,1,1,1,1,219,1,1,4,3,1,0,0,1,1,3,1,203,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,112,1,1,73,71
73,71,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,213,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,71
73,101,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,103,4,1,4,1,102,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,100,71
73,96,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,104,168,168,168,168,105,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,97,71
73,71,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,178,178,178,178,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,73,71
73,71,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,73,71
73,71,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,1,1,112,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,73,71
73,71,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,112,3,1,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,73,71
73,71,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,3,1,226,7,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,73,71
73,71,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,118,3,1,3,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,73,71
73,101,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,100,71
105,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,104
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
