12,12,12,12,12,12,12,12,61,51,51,51,51,51,51,51,51,51,51,51,51,67,2,2,57,51,51,60,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
21,23,23,23,23,23,23,21,12,12,12,12,12,12,12,12,13,13,13,13,13,50,2,2,50,13,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,2,2,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,146,147,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,57,51,51,51,51,51,51,60,156,157,61,51,51,51,51,51,51,51,67,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,209,118,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,2,112,5,2,2,2,2,4,5,2,2,2,2,2,2,219,6,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,2,2,2,2,2,2,2,4,5,2,2,2,2,2,2,2,219,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,2,2,4,5,2,2,2,2,2,2,2,2,2,2,4,5,2,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,2,2,2,2,2,2,2,2,2,2,112,4,5,2,4,5,2,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,57,51,51,51,51,51,51,51,51,51,51,51,51,60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,51,51,51,51,51,51,51,51,51,51,51,51,51,51,67,23,23
23,50,2,2,4,5,2,235,2,2,2,2,2,2,2,2,2,2,4,187,5,2,2,4,5,2,2,2,2,4,5,2,2,2,2,2,2,2,2,2,182,2,226,2,2,2,2,50,23,23
23,50,2,2,2,2,2,57,51,51,51,51,51,51,67,2,2,7,2,197,2,2,2,2,2,2,2,2,2,2,2,2,57,51,51,51,51,51,51,51,67,200,4,5,228,2,2,50,23,23
23,50,2,2,4,5,2,50,13,13,13,13,13,13,50,2,199,2,112,2,2,2,2,2,2,2,2,2,2,2,2,2,50,13,13,13,13,13,13,13,50,210,4,228,226,4,5,50,23,23
23,50,2,112,4,5,2,50,23,23,23,23,23,23,61,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,60,23,23,23,23,23,23,23,50,2,2,4,5,209,1,50,23,23
23,50,115,5,5,2,2,50,23,23,23,23,23,23,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,23,23,23,23,23,23,50,2,2,226,209,219,204,50,23,23
23,50,226,2,2,2,2,50,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,50,2,228,2,219,115,214,50,23,23
23,61,51,51,51,51,51,60,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,61,51,51,51,51,51,51,60,23,23
